eventid,id,ccode,countryname,startdate,enddate,duration,stday,stmo,styr,eday,emo,eyr,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,notes,female_event,lgbtq_issue,coder,acd_questionable,latitude,longitude,geo_comments,location_precision 
700433,433,70,Mexico,11-Jul-02,15-Jul-02,5,11,7,2002,15,7,2002,2,4,Farmers,Anarchists,Anti-globalization activists,Police,,1,0,4,1,2,Santa Catarina; San Salvador Atenco,San Salvador Atenco,2,5,5,12,,,"Farmers and their sympathizers protest the expropriation of land to build an international airport; clash with police in Santa Catarina.  After the riot is pacified, another group of farmers seize hostages in San Salvador Atenco.",Both,,0,0,CL,0,19.556129,-98.919006,,
700434,434,70,Mexico,25-Jul-02,25-Jul-02,1,25,7,2002,25,7,2002,1,9,PRI,Gunmen,,PAN,,0,0,-99,2,0,Ciudad Juarez,Ciudad Juarez,1,2,2,1,,,"PAN and PRI supporters protest against one another over a disputed election in Juarez.  Masked gunmen attack the rallies, gunning down two men in a parking lot in broad daylight.",AP,,0,0,CL,0,31.697531,-106.4432,,
700435,435,70,Mexico,6-Aug-02,7-Aug-02,2,6,8,2002,7,8,2002,2,0,Fishermen,,,Pemex,,0,0,3,0,0,Salina Cruz,Salina Cruz,1,3,3,4,,,Fishermen in Salina Cruz block the entrance to a refinery to protest against environmental damage.,AP,,0,0,CL,0,16.180929,-95.193733,,
700436,436,70,Mexico,8-Aug-02,8-Aug-02,1,8,8,2002,8,8,2002,6,0,Subway workers,,,Municipal government,,0,1,-99,0,0,Mexico City,Mexico City,1,1,1,3,,,Subway workers stage a wildcat strike against unsafe working conditions.,AP,,0,0,CL,0,19.43261,-99.133209,,
700437,437,70,Mexico,17-Aug-02,17-Aug-02,1,17,8,2002,17,8,2002,2,0,Mayan protesters,,,Government,,1,0,5,0,0,San Cristobal de las Casas,San Cristobal de las Casas,1,2,2,2,,,"15,000 Mayans protest against the government's infrastructure development plan.",AP,,0,0,CL,0,16.73704,-92.637619,,
700438,438,70,Mexico,19-Aug-02,19-Aug-02,1,19,8,2002,19,8,2002,4,0,Militant Catholics,,,Protestants,,0,0,2,0,0,San Juan Chamula,San Juan Chamula,1,3,3,6,,,A group of about 50 local Catholics with hunting rifles open fire on Protestant families as they take their children to school.,AP,,0,0,CL,0,16.78817,-92.689407,,
700439,439,70,Mexico,19-Aug-02,19-Aug-02,1,19,8,2002,19,8,2002,4,0,Zapatista supporters,,,PRI supporters,,0,0,-99,0,0,Ocosingo,Ocosingo,1,2,2,12,,,Zapatistas and PRI supporters clash over land ownership.,AP,,0,0,CL,0,16.90872,-92.094368,,
700440,440,70,Mexico,19-Aug-02,19-Aug-02,1,19,8,2002,19,8,2002,2,0,Zapatista supporters,,,Government,,1,0,4,0,0,Altamirano,Altamirano,1,3,3,10,,,"2000 Zapatista supporters wearing ski masks march through the streets, demanding that a government agent they claim killed a Zapatista leader be handed over to them.",AP,,0,0,CL,0,16.734301,-92.036217,,
700441,441,70,Mexico,21-Aug-02,21-Aug-02,1,21,8,2002,21,8,2002,2,0,Protesters,,,Costco,,0,0,2,0,1,Cuernavaca,Cuernavaca,1,2,2,2,,,Dozens of residents protest and block streets around the site of a former cultural center where Costco plans to build a store.  Riot police arrive and arrest many of the protesters.,AP,,0,0,CL,0,18.921841,-99.226624,,
700442,442,70,Mexico,26-Aug-02,26-Aug-02,1,26,8,2002,26,8,2002,8,0,Gunmen,,,Police,,0,1,1,2,0,Tijuana,Tijuana,1,2,2,14,,,Police making a routine traffic stop are gunned down when four men riding in the car they just stopped grab machine guns and spray their cruiser.,AP,,0,0,CL,0,32.51495,-117.0382,,
700443,443,70,Mexico,26-Aug-02,26-Aug-02,1,26,8,2002,26,8,2002,9,0,PRI members,,,Zapatista rebels,,0,0,-99,2,0,Ocosingo,Ocosingo,1,3,3,11,,,"Gunmen affiliated with the PRI burst into a meeting of rebel officials and open fire, killing two.",AP,,0,0,CL,0,16.90872,-92.094368,,
700444,444,70,Mexico,28-Aug-02,28-Aug-02,1,28,8,2002,28,8,2002,9,0,Los Aguilares,,,Zapatista rebels,,0,0,-99,1,0,Chilon,Chilon,1,3,3,11,,,"Los Aguilares and Zapatista rebels clashed, killing one.",AP,,0,0,CL,0,17.104679,-92.273659,,
700445,445,70,Mexico,4-Sep-02,4-Sep-02,1,4,9,2002,4,9,2002,8,0,Gunmen,,,Police,,0,1,-99,1,0,Chilpancingo,Chilpancingo,1,2,2,13,,,Police responding to a missing-persons report at an opium farm come under fire from suspected drug traffickers.,AP,,0,0,CL,0,17.551531,-99.500633,,
700446,446,70,Mexico,4-Oct-02,4-Oct-02,1,4,10,2002,4,10,2002,4,0,Squatters,,,Police,,0,1,-99,0,0,Mexico City,Mexico City,1,1,1,3,,,"Police evict squatters living illegally in an ecological reserve, triggering a riot.",AP,,0,0,CL,0,19.43261,-99.133209,,
700447,447,70,Mexico,12-Oct-02,12-Oct-02,1,12,10,2002,12,10,2002,2,0,Indians,,,Government,,1,0,4,0,0,Nationwide,Nationwide,1,7,8,5,,,Thousands demonstrate on Columbus Day against racial discrimination.,AP,,0,0,CL,0,23,-102,,
700448,448,70,Mexico,16-Oct-02,16-Oct-02,1,16,10,2002,16,10,2002,1,0,Collective Front of Anarchist Vegetarians,,,McDonald's,,0,0,2,0,1,Mexico City,Mexico City,1,1,1,13,,,The Collective Front of Anarchist Vegetarians demonstrated against McDonald's. Police make arrests.,AP,,0,0,CL,0,19.43261,-99.133209,,
700449,449,70,Mexico,20-Oct-02,20-Oct-02,1,20,10,2002,20,10,2002,2,0,Fishermen,,,Sonora state,,0,1,3,0,0,Puerto Penasco,Puerto Penasco,1,3,3,4,12,,"Hundreds of fishermen protesting a new law that prohibits them from trawling for shrimp in a marine reserve form a human chain across a highway, leaving scores of American tourists stranded.",AP,,0,0,CL,0,31.316669,-113.5369,,
700450,450,70,Mexico,24-Nov-02,24-Nov-02,1,24,11,2002,24,11,2002,4,9,Protesters,,,Excelsior newspaper,,0,0,2,0,0,Mexico City,Mexico City,1,1,1,12,,,30 protesters led by a former union leader storm the office of a Mexican newspaper and scuffle with security guards.  The protest is designed to frighten away investors interested in buying the paper.,AP,,0,0,CL,0,19.43261,-99.133209,,
700451,451,70,Mexico,26-Nov-02,26-Nov-02,1,26,11,2002,26,11,2002,2,0,Protesters,,,Guerrero state,,0,0,4,0,0,Teloloapan; Coahuayutla,Teloloapan,1,5,5,1,,,"2000 members of the PRI protest against alleged electoral fraud in Gerrero state, alleging that two mayors of the leftist PRD assumed office by fraud.  The protesters seize government buildings.",AP,,0,0,CL,0,18.36548,-99.869713,,
700451,451,70,Mexico,26-Nov-02,26-Nov-02,1,26,11,2002,26,11,2002,2,0,Protesters,,,Guerrero state,,0,0,4,0,0,Teloloapan; Coahuayutla,Coahuayutla,2,5,5,1,,,"2000 members of the PRI protest against alleged electoral fraud in Gerrero state, alleging that two mayors of the leftist PRD assumed office by fraud.  The protesters seize government buildings.",AP,,0,0,CL,0,18.3167,-101.8167,,
700452,452,70,Mexico,6-Dec-02,6-Dec-02,1,6,12,2002,6,12,2002,4,0,Vigilante mob,,,Robbers,,0,0,-99,2,0,Mexico City,Mexico City,1,1,1,13,,,An angry mob beats to death two of three youths allegedly trying to rob a taxi driver.,AP,,0,0,CL,0,19.43261,-99.133209,,
700453,453,70,Mexico,10-Dec-02,12-Dec-02,3,10,12,2002,12,12,2002,3,0,National Coordination of Education Workers,Farmers,Ranchers,Congress,,1,0,3,0,0,Mexico City,Mexico City,1,1,1,2,8,,"Protesters storm the lower house of Congress on horseback, and occupy the legislative chamber for more than an hour. Teachers at the National Coordination of Education Workers demand higher wages.",AP,,0,0,CL,0,19.43261,-99.133209,,
700454,454,70,Mexico,14-Dec-02,14-Dec-02,1,14,12,2002,14,12,2002,6,0,Unomasuno workers,,,Unomasuno,,0,0,3,0,0,Mexico City,Mexico City,1,1,1,2,,,More than 600 employees at a newspaper strike to protest a lack of benefits and the firing of several co-workers.,AP,,0,0,CL,0,19.43261,-99.133209,,
700455,455,70,Mexico,1-Jan-03,3-Jan-03,3,1,1,2003,3,1,2003,2,0,Farmers,,,Government,NAFTA,1,0,3,0,0,Mexico City; Ciudad Juarez,Mexico City,1,4,1,2,8,,About 100 angry farmers block a US border bridge and dozens more demonstrate in Mexico City against the lifting of tariffs on agricultural products stipulated by NAFTA.,AFP,,0,0,CL,0,19.43261,-99.133209,,
700455,455,70,Mexico,1-Jan-03,3-Jan-03,3,1,1,2003,3,1,2003,2,0,Farmers,,,Government,NAFTA,1,0,3,0,0,Mexico City; Ciudad Juarez,Ciudad Juarez,2,4,4,2,8,,About 100 angry farmers block a US border bridge and dozens more demonstrate in Mexico City against the lifting of tariffs on agricultural products stipulated by NAFTA.,AFP,,0,0,CL,0,31.697531,-106.4432,,
700456,456,70,Mexico,1-Jan-03,3-Jan-03,3,1,1,2003,3,1,2003,2,0,Prison inmates,,,Prison,,1,0,2,0,0,Mexico City,Mexico City,1,1,1,13,,,A former governor and dozens of other inmates at one of Mexico's toughest prisons refuses food to protest the reduction of visiting house.,AP,,0,0,CL,0,19.43261,-99.133209,,
700457,457,70,Mexico,7-Jan-03,7-Jan-03,1,7,1,2003,7,1,2003,8,0,Unknown gunmen,,,Federal legislator,,1,0,-99,2,0,Vercruz state,Vercruz state,1,6,6,14,,,Two men gun down a federal legislator and his brother.,AP,,0,0,CL,0,19.173771,-96.134216,,
700458,458,70,Mexico,25-Jan-03,25-Jan-03,1,25,1,2003,25,1,2003,4,0,UHF Channel 40 employees,,,TV Azteca employees,,0,0,-99,0,1,Mexico City,Mexico City,1,1,1,12,,,Employees of rival TV stations have a fistfight outside a courthouse in a dispute over broadcast frequencies.,AP,,0,0,CL,0,19.43261,-99.133209,,
700459,459,70,Mexico,26-Jan-03,26-Jan-03,1,26,1,2003,26,1,2003,4,0,Evangelical Protestants,,,Indian-style Catholic traditionalists,,0,0,-99,2,0,Tres Cruces farm,Tres Cruces farm,1,3,3,6,,,Two Catholics are killed in bout of religious violence.,AP,,0,0,CL,0,20.533409,-97.32209,I used the coordinates of Tres Cruces,No
700460,460,70,Mexico,28-Jan-03,28-Jan-03,1,28,1,2003,28,1,2003,8,0,Gunmen,,,Police,,1,0,-99,5,0,Tres Cruces farm,Tres Cruces farm,1,3,3,6,,,"Gunmen ambush police, sparking a gun battle, at the site of a long-running religious dispute between Indian-style Catholic traditionalists and Evangelical Protestants.",AP,,0,0,CL,0,20.533409,-97.32209,I used the coordinates of Tres Cruces,No
700461,461,70,Mexico,31-Jan-03,31-Jan-03,1,31,1,2003,31,1,2003,1,0,25 anti-free trade groups,,,United States,Government,1,0,5,0,0,Mexico City,Mexico City,1,1,1,2,8,,"25 groups organize tens of thousands of farmers to protest against NAFTA, demanding greater protection from US imports and more government aid.",AP,,0,0,CL,0,19.43261,-99.133209,,
700462,462,70,Mexico,5-Feb-03,5-Feb-03,1,5,2,2003,5,2,2003,2,0,Protesters,,,United States,,0,0,2,0,0,Mexico City,Mexico City,1,1,1,8,2,,Two dozen demonstrators protest against US corporation setting up operations in Mexico.,AP,,0,0,CL,0,19.43261,-99.133209,,
700463,463,70,Mexico,6-Feb-03,6-Feb-03,1,6,2,2003,6,2,2003,2,0,Laborers,,,United States,,0,0,3,0,0,Mexico City,Mexico City,1,1,1,8,2,,Hundreds of Mexican laborers protest at the US embassy to demand back wages for working on American farms and railroads 60 years prior.,AP,,0,0,CL,0,19.43261,-99.133209,,
700464,464,70,Mexico,13-Feb-03,13-Feb-03,1,13,2,2003,13,2,2003,2,0,Healthcare workers,,,Government,,1,0,3,0,0,Comitan,Comitan,1,2,2,13,,,"Hundreds of doctors, nurses and other health care workers march to protest what they call unfair blame that has been cast upon them for a spike in infant mortality at a local hospital in December. They blame the government.",AP,,0,0,CL,0,16.24361,-92.123543,,
700465,465,70,Mexico,14-Feb-03,14-Feb-03,1,14,2,2003,14,2,2003,1,0,Greenpeace,Amnesty International,,United States,,0,0,3,0,0,Mexico City,Mexico City,1,1,1,8,,,"About 200 people form local political parties, small vendor cooperatives, and INGOs hold anti-war protests in front of the US Embassy.",AP,,0,0,CL,0,19.43261,-99.133209,,
700466,466,70,Mexico,15-Feb-03,15-Feb-03,1,15,2,2003,15,2,2003,2,0,Anti-war protesters,,,United States,,0,0,5,0,0,Mexico City,Mexico City,1,1,1,8,,,"Over 10,000 protesters demonstrate against US plans to attack Iraq.",AP,,0,0,CL,0,19.43261,-99.133209,,
700467,467,70,Mexico,20-Feb-03,20-Feb-03,1,20,2,2003,20,2,2003,2,0,Anti-war protesters,,,Spain,,0,0,2,0,0,Mexico City,Mexico City,1,1,1,8,,,"About 20 Mexican and Spanish citizens hold demonstrations in front of the Spanish Embassy during a visit by Spanish Prime Minister Jose Maria Aznar, decrying his support for American plans to attack Iraq.",AP,,0,0,CL,0,19.43261,-99.133209,,
700468,468,70,Mexico,9-Mar-03,9-Mar-03,1,9,3,2003,9,3,2003,4,0,Farmers,Students,Anarchists,Municipal government,,0,1,3,0,0,San Salvador Atenco,San Salvador Atenco,1,3,3,1,,,"A group of 300 farmers, anarchists, and students rip apart voting booths in municipal elections.",AP,,0,0,CL,0,19.556129,-98.919006,,
700469,469,70,Mexico,11-Mar-03,11-Mar-03,1,11,3,2003,11,3,2003,8,0,Drug traffickers,,,Police,,1,0,5,0,0,Tlapa,Tlapa,1,3,3,13,,,Drug traffickers shoot down two Mexican police helicopters in a sign of escalating violence.,AP,,0,0,CL,0,17.548161,-98.574669,,
700470,470,70,Mexico,15-Mar-03,15-Mar-03,1,15,3,2003,15,3,2003,2,0,Anti-war protesters,,,United States,,0,0,4,0,0,Mexico City,Mexico City,1,1,1,8,,,Several thousand people demonstrate against a possible war in Iraq.,AP,,0,0,CL,0,19.43261,-99.133209,,
700471,471,70,Mexico,18-Mar-03,21-Mar-03,4,18,3,2003,21,3,2003,2,0,Anti-war protesters,,,United States,,0,0,3,0,1,Mexico City; Acapulco,Mexico City,1,4,1,8,,,Anti-war protesters march in several cities.  Some anarchists are arrested after throwing rocks at the American embassy.,AP,,0,0,CL,0,19.43261,-99.133209,,
700471,471,70,Mexico,18-Mar-03,21-Mar-03,4,18,3,2003,21,3,2003,2,0,Anti-war protesters,,,United States,,0,0,3,0,1,Mexico City; Acapulco,Acapulco,2,4,4,8,,,Anti-war protesters march in several cities.  Some anarchists are arrested after throwing rocks at the American embassy.,AP,,0,0,CL,0,16.863791,-99.881607,,
700472,472,70,Mexico,21-Mar-03,29-Mar-03,9,21,3,2003,29,3,2003,2,0,Anti-war protesters,,,United States,,0,0,-99,0,0,Mexico City,Mexico City,1,1,1,8,,,Daily anti-war protests occur.,AP,,0,0,CL,0,19.43261,-99.133209,,
700473,473,70,Mexico,2-Apr-03,2-Apr-03,1,2,4,2003,2,4,2003,2,0,Anti-war protesters,Affordable housing protesters,,United States,,0,0,3,0,0,Mexico City,Mexico City,1,1,1,8,3,,"About 500 radical student and activist groups hurl paint bombs at the Mexican stock exchange and the US embassy, protesting the war in Iraq.  Others join the protest to call for affordable housing.",AP,,0,0,CL,0,19.43261,-99.133209,,
700474,474,70,Mexico,2-Apr-03,2-Apr-03,1,2,4,2003,2,4,2003,9,0,Villagers,,,BGP International,,0,0,3,0,0,Jalpa,Jalpa,1,3,3,12,,,Villagers who say they suffered from psychological and property damage from detonations unleashed by a Chinese petroleum exploration company hold 50 workers hostage to demand compensation.,AP,,0,0,CL,0,21.63876,-102.981,,
700475,475,70,Mexico,2-Apr-03,2-Apr-03,1,2,4,2003,2,4,2003,9,0,Unknown gunmen,,,Civilians,,0,0,-99,7,0,Nuevo Laredo,Nuevo Laredo,1,2,2,13,,,Seven people are shot dead in drug related violence.,AP,,0,0,CL,0,27.47794,-99.549583,,
700476,476,70,Mexico,12-Apr-03,12-Apr-03,1,12,4,2003,12,4,2003,2,0,Anti-war protesters,,,United States,,0,0,4,0,0,Mexico City,Mexico City,1,1,1,8,,,"Less than 10,000 protesters march against the Iraq War.",AP,,0,0,CL,0,19.43261,-99.133209,,
700477,477,70,Mexico,14-Apr-03,14-Apr-03,1,14,4,2003,14,4,2003,4,0,Vigilante mob,,,Alleged witch,,0,0,-99,1,0,San Juan Chamula,San Juan Chamula,1,3,3,6,,,An angry crowd stones to death an Indian man accused of practicing witchcraft.,AP,,0,0,CL,0,16.78817,-92.689407,,
700478,478,70,Mexico,21-Apr-03,21-Apr-03,1,21,4,2003,21,4,2003,9,0,Unknown gunmen,,,Drug traffickers,,0,0,-99,6,0,Uruapan,Uruapan,1,2,2,13,,,Gunmen dressed as police kill six family members in a suspected drug gang dispute.,AP,,0,0,CL,0,19.42083,-102.0628,,
700479,479,70,Mexico,26-Apr-03,30-Apr-03,5,26,4,2003,30,4,2003,6,0,Firefighter's Union,,,Municipal government,,0,1,3,0,0,Mexico City,Mexico City,1,1,1,2,,,Hundreds of firefighters strike after contract negotiations break down.,AP,End date is estimated.,0,0,CL,0,19.43261,-99.133209,,
700480,480,70,Mexico,6-May-03,6-May-03,1,6,5,2003,6,5,2003,9,0,Gunmen,,,Drug smuggler,,0,0,1,1,0,Guadalajara,Guadalajara,1,2,2,13,,,Two men walk into a cafí€ÅÍí‰Œ© and gun down a drug smuggler.,AP,,0,0,CL,0,20.6597,-103.3496,,
700481,481,70,Mexico,7-May-03,7-May-03,1,7,5,2003,7,5,2003,4,0,Prison inmates,,,Prison inmates,,0,0,2,1,0,Guasave,Guasave,1,3,3,13,,,A prison riot occurs.,AP,,0,0,CL,0,25.5667,-108.4673,,
700482,482,70,Mexico,15-May-03,15-May-03,1,15,5,2003,15,5,2003,4,0,Antigovernment protesters,,,State government,,0,1,-99,0,0,San Salvador Atenco,San Salvador Atenco,1,3,3,1,,,"Protesters bar residents from voting in state elections, tearing apart voting booths and forcing election officials to throw out the few ballots that were cast.",AP,,0,0,CL,0,19.556129,-98.919006,,
700483,483,70,Mexico,15-May-03,15-May-03,1,15,5,2003,15,5,2003,2,4,Teachers,,,President Vicente Fox,,1,0,4,0,0,Mexico City,Mexico City,1,1,1,2,,,"Several thousand radical teachers belonging to dissident groups that oppose the official union leadership tear down police barricades in front of the president's residence, demanding higher wages.",AP,,0,0,CL,0,19.43261,-99.133209,,
700484,484,70,Mexico,10-Jun-03,10-Jun-03,1,10,6,2003,10,6,2003,9,0,Unknown gunmen,,,Drug traffickers,,0,0,4,0,0,Tecpan de Galeana,Tecpan de Galeana,1,3,3,13,,,Gunmen burst into a bar and kill four people in a suspected drug-related attack.,AP,,0,0,CL,0,17.22373,-100.6281,,
700485,485,70,Mexico,14-Jun-03,14-Jun-03,1,14,6,2003,14,6,2003,9,0,Unknown gunmen,,,Former police director,,0,0,-99,1,0,Culiacan,Culiacan,1,2,2,13,,,Gunmen kill a former police director as he is chatting with neighbors in his front yard.,AP,,0,0,CL,0,24.80525,-107.3834,,
700486,486,70,Mexico,20-Jun-03,20-Jun-03,1,20,6,2003,20,6,2003,4,0,A family,,,A family,,0,0,-99,3,0,Near the Guatemalan border in Chiapas state,Near the Guatemalan border in Chiapas state,1,6,6,12,,,A disagreement between two families turns into a machete and gun fight.,AP,,0,0,CL,0,16.1,-91.583344,Centroid of Guatemala border of Chiapas State,No
700487,487,70,Mexico,26-Jun-03,26-Jun-03,1,26,6,2003,26,6,2003,4,0,Street vendors,,,Local police,,0,1,3,0,0,Mexico City,Mexico City,1,1,1,13,,,About 500 street vendors riot and clash with police over a plan to restrict their movement during an upcoming municipal festival.,AP,,0,0,CL,0,19.43261,-99.133209,,
700488,488,70,Mexico,6-Jul-03,6-Jul-03,1,6,7,2003,6,7,2003,4,0,Anti government protesters,,,Government,,1,0,-99,0,0,San Salvador Atenco,San Salvador Atenco,1,3,3,1,,,"Antigovernment protesters disrupt congressional midterm elections by smashing windows, blocking the installation of polling stations, and beating townspeople who turn out to vote.",AP,,0,0,CL,0,19.556129,-98.919006,,
700489,489,70,Mexico,8-Jul-03,8-Jul-03,1,8,7,2003,8,7,2003,8,0,Unknown gunmen,,,Federal police,,1,0,-99,2,0,Neuvo Laredo,Neuvo Laredo,1,2,2,14,,,"Gunmen spray bullets into a van carrying a commander in the federal investigative police, killing him and his brother.",AP,,0,0,CL,0,27.47794,-99.549583,,
700490,490,70,Mexico,14-Jul-03,14-Jul-03,1,14,7,2003,14,7,2003,2,0,Residents of San Salvador Atenco,,,Radical protest leaders,,0,0,3,0,0,San Salvador Atenco,San Salvador Atenco,1,3,3,10,,,"About 300 residents protest against the radical leaders of the July 11, 2002 hostage crisis, demanding they be allowed to hold elections and regain a formal police force and government, both of which had been forced out of town.",AP,,0,0,CL,0,19.556129,-98.919006,,
